County,Voter Gender
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,F
HAMPSHIRE,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,F
JEFFERSON,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
KANAWHA,M
BERKELEY,M
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,M
JEFFERSON,M
BERKELEY,F
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,F
JEFFERSON,F
BERKELEY,M
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,F
BERKELEY,M
BERKELEY,F
BERKELEY,M
BERKELEY,F
BOONE,M
BOONE,M
BOONE,F
BOONE,F
BOONE,F
BOONE,M
BOONE,F
BOONE,F
BOONE,F
BOONE,M
BOONE,F
KANAWHA,M
KANAWHA,F
BOONE,M
BOONE,M
BOONE,F
BOONE,M
BOONE,F
BOONE,F
BOONE,F
BOONE,F
BOONE,M
POCAHONTAS,M
BOONE,F
BOONE,M
BOONE,F
BOONE,F
BOONE,M
BOONE,F
BOONE,M
BOONE,M
BOONE,M
BOONE,F
BOONE,F
KANAWHA,M
BOONE,M
BOONE,F
BOONE,F
LEWIS,M
MERCER,F
BOONE,F
BOONE,F
BOONE,F
BOONE,F
BOONE,M
BOONE,F
BOONE,F
BOONE,F
BOONE,M
BOONE,F
BOONE,M
BOONE,M
BOONE,F
HARRISON,F
BOONE,M
BOONE,F
BOONE,M
BOONE,F
BOONE,F
BOONE,M
BOONE,F
BOONE,F
LEWIS,F
BOONE,F
BOONE,F
BOONE,F
BOONE,M
BOONE,M
BOONE,F
BOONE,F
BOONE,F
BERKELEY,F
BOONE,M
BOONE,F
KANAWHA,M
BOONE,F
BOONE,F
LOGAN,M
BOONE,F
BOONE,M
BOONE,F
BOONE,M
BOONE,F
BOONE,M
BOONE,F
BOONE,F
BOONE,F
BOONE,F
BOONE,M
BOONE,F
BOONE,F
BOONE,M
BRAXTON,M
KANAWHA,M
BRAXTON,M
BRAXTON,F
BRAXTON,M
BRAXTON,M
BRAXTON,F
BRAXTON,F
BRAXTON,F
BRAXTON,M
BRAXTON,F
BRAXTON,M
BRAXTON,M
BRAXTON,F
BRAXTON,M
BRAXTON,F
BRAXTON,M
BRAXTON,F
BRAXTON,F
BRAXTON,F
CALHOUN,M
WEBSTER,F
BRAXTON,M
BRAXTON,F
BRAXTON,M
CALHOUN,F
CALHOUN,M
BRAXTON,M
BRAXTON,F
BRAXTON,M
BRAXTON,M
BRAXTON,M
BRAXTON,F
BRAXTON,F
BRAXTON,M
BRAXTON,F
BRAXTON,F
BRAXTON,M
KANAWHA,F
BRAXTON,M
BRAXTON,F
BRAXTON,F
BRAXTON,M
BRAXTON,F
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
HANCOCK,F
BROOKE,M
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
OHIO,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
HANCOCK,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
OHIO,
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
HANCOCK,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
HANCOCK,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
HANCOCK,F
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
OHIO,F
BOONE,M
BROOKE,M
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,M
BROOKE,F
BROOKE,F
BROOKE,M
BROOKE,M
BROOKE,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
WAYNE,F
CABELL,M
CABELL,M
CABELL,F
CABELL,M
MONONGALIA,F
CABELL,M
CABELL,M
CABELL,M
CABELL,F
PUTNAM,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,M
WAYNE,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,F
ROANE,F
CABELL,F
WAYNE,F
CABELL,M
CABELL,M
CABELL,F
WAYNE,F
CABELL,M
CABELL,F
CABELL,M
RALEIGH,F
RALEIGH,M
CABELL,M
LINCOLN,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
MASON,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
PUTNAM,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
PRESTON,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,M
WAYNE,F
MERCER,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
RALEIGH,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,M
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
WAYNE,M
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
WAYNE,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
KANAWHA,F
CABELL,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
PUTNAM,F
CABELL,M
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,F
UPSHUR,F
KANAWHA,F
KANAWHA,F
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
RALEIGH,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
WAYNE,F
CABELL,F
CABELL,F
CABELL,F
CABELL,F
CABELL,M
CABELL,M
CABELL,M
CABELL,F
CALHOUN,F
CALHOUN,
CALHOUN,M
CALHOUN,F
CALHOUN,F
CALHOUN,
CALHOUN,F
WOOD,F
CALHOUN,
CALHOUN,F
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,M
CALHOUN,M
CALHOUN,
CALHOUN,M
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,F
CALHOUN,M
CALHOUN,
CALHOUN,F
CALHOUN,F
CALHOUN,
CALHOUN,F
CALHOUN,
CALHOUN,M
CALHOUN,M
CALHOUN,
CALHOUN,F
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,
CALHOUN,M
CALHOUN,
CALHOUN,M
CALHOUN,
TYLER,M
CALHOUN,M
CALHOUN,M
CALHOUN,F
CALHOUN,F
CALHOUN,F
CALHOUN,
CALHOUN,
CALHOUN,M
CALHOUN,
CALHOUN,M
CALHOUN,F
CALHOUN,M
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,
CALHOUN,
CALHOUN,F
CALHOUN,F
CALHOUN,
CALHOUN,F
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,M
CALHOUN,
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,F
CALHOUN,F
CALHOUN,
CALHOUN,F
CALHOUN,F
CALHOUN,
CALHOUN,F
CALHOUN,
CALHOUN,M
CALHOUN,F
CALHOUN,
CALHOUN,
CALHOUN,
CALHOUN,
CALHOUN,
CALHOUN,F
CALHOUN,F
CALHOUN,M
CALHOUN,F
CLAY,M
CLAY,F
CLAY,M
CLAY,F
CLAY,M
CLAY,M
CLAY,F
BRAXTON,F
CLAY,F
CLAY,F
CLAY,F
CLAY,M
CLAY,F
NICHOLAS,F
KANAWHA,M
CLAY,F
CLAY,M
CLAY,M
CLAY,M
CLAY,F
CLAY,F
FAYETTE,M
CLAY,F
CLAY,F
NICHOLAS,F
KANAWHA,F
CLAY,F
CLAY,M
CLAY,F
CLAY,M
DODDRIDGE,M
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,M
HARRISON,M
DODDRIDGE,M
DODDRIDGE,F
WOOD,F
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,M
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,M
DODDRIDGE,F
DODDRIDGE,M
DODDRIDGE,F
DODDRIDGE,M
DODDRIDGE,M
DODDRIDGE,M
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,F
DODDRIDGE,M
DODDRIDGE,M
DODDRIDGE,F
DODDRIDGE,F
GILMER,M
GILMER,M
GILMER,F
GILMER,F
GILMER,F
BRAXTON,M
GILMER,F
GILMER,F
GILMER,M
FAYETTE,F
GILMER,F
GILMER,F
GILMER,M
GILMER,F
GILMER,F
GILMER,F
GILMER,M
GILMER,M
GILMER,F
GILMER,F
BRAXTON,F
BRAXTON,M
BRAXTON,M
GILMER,F
GILMER,F
GILMER,F
GILMER,F
GILMER,F
GRANT,F
GRANT,M
GRANT,F
GRANT,F
GRANT,M
MINERAL,F
GRANT,M
GRANT,F
GRANT,M
GRANT,M
GRANT,M
GRANT,F
GRANT,F
GRANT,F
GRANT,M
GRANT,F
GRANT,F
GRANT,M
GRANT,M
GRANT,F
GRANT,M
GRANT,F
NICHOLAS,F
GRANT,M
GRANT,F
GRANT,M
GRANT,F
GRANT,M
GRANT,M
GRANT,F
GRANT,F
GRANT,M
GRANT,F
HARDY,M
GRANT,M
HARDY,F
GRANT,M
GRANT,M
GRANT,F
GRANT,F
GRANT,M
GRANT,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,M
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,M
GREENBRIER,
GREENBRIER,F
GREENBRIER,
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
PUTNAM,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
KANAWHA,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,M
GREENBRIER,M
GREENBRIER,M
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
UPSHUR,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,M
BARBOUR,F
GREENBRIER,F
GREENBRIER,M
KANAWHA,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
BERKELEY,M
GREENBRIER,M
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,N
GREENBRIER,F
GREENBRIER,F
GREENBRIER,N
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,N
GREENBRIER,F
WAYNE,M
GREENBRIER,M
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,M
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
MONROE,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,M
GREENBRIER,F
GREENBRIER,M
GREENBRIER,M
GREENBRIER,
GREENBRIER,N
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
GREENBRIER,F
HAMPSHIRE,F
HAMPSHIRE,M
MINERAL,M
MINERAL,F
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,M
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,F
JEFFERSON,M
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,M
HAMPSHIRE,F
HAMPSHIRE,F
HAMPSHIRE,F
HARDY,F
HARDY,N
HARDY,F
HARDY,M
HARDY,M
HARDY,F
HARDY,F
HARDY,M
HARDY,F
HARDY,F
HARDY,F
HARDY,M
HARDY,M
HARDY,F
HARDY,F
HARDY,F
HARDY,F
HARDY,F
HARDY,M
HARDY,M
HARDY,M
HARDY,F
GRANT,F
JEFFERSON,F
HARDY,M
JEFFERSON,M
HARDY,F
HARDY,F
HARDY,M
RALEIGH,F
HARDY,F
HARDY,F
HARDY,F
HARDY,F
MINERAL,M
HARDY,F
HARDY,F
HARDY,F
HARDY,F
HARDY,F
HARDY,M
HARDY,F
POCAHONTAS,F
HARDY,M
HARDY,M
HARDY,F
HARDY,M
HARDY,F
HARDY,F
HARDY,M
HARDY,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
POCAHONTAS,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
RALEIGH,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
RANDOLPH,F
JEFFERSON,F
RANDOLPH,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
BERKELEY,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
BERKELEY,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
BERKELEY,M
JEFFERSON,F
BERKELEY,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,N
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,N
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
NICHOLAS,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
BERKELEY,
BERKELEY,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
BERKELEY,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,M
JEFFERSON,M
JEFFERSON,F
BERKELEY,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,F
JEFFERSON,M
JEFFERSON,F
JEFFERSON,M
BERKELEY,M
JEFFERSON,F
